order_datetime;origin_longitude;origin_latitude;m_order_eta;order_gk;order_status_key;is_driver_assigned_key;cancellations_time_in_seconds
21:22:34;-0.944199;51445296;;3000590000000;4;0;49.0
13:30:10;-0.971907;51456754;;3000590000000;4;0;238.0
21:20:43;-0.964285;51445070;;3000590000000;9;0;
22:23:06;-0.962466;51435833;359.0;3000590000000;4;1;216.0
23:29:39;-0.947629;51444201;;3000590000000;4;0;82.0
23:23:30;-0.936651;51446390;;3000590000000;4;0;70.0
23:21:13;-0.941853;51454893;372.0;3000590000000;4;1;691.0
07:05:49;-0.972867;51452457;297.0;3000590000000;4;1;570.0
13:00:03;-0.992317;51441893;;3000590000000;4;0;44.0
13:12:33;-0.978261;51457424;;3000590000000;4;0;162.0
17:11:13;-0.996634;51451354;;3000590000000;9;0;
22:15:38;-0.973348;51453919;477.0;3000590000000;4;1;35.0
23:26:57;-0.947641;51444170;358.0;3000590000000;4;1;492.0
23:01:08;-0.950155;51446930;;3000590000000;4;0;119.0
20:41:55;-0.965438;51445000;;3000590000000;4;0;49.0
12:11:56;-0.943285;51426565;;3000590000000;4;0;11.0
15:04:15;-0.975148;51461136;358.0;3000590000000;4;1;439.0
20:23:30;-0.974498;51454380;;3000590000000;4;0;61.0
17:55:16;-0.920152;51460043;;3000590000000;4;0;118.0
13:19:20;-0.995193;51450320;;3000590000000;9;0;
18:07:16;-0.978230;51454575;110.0;3000590000000;4;1;562.0
21:10:17;-0.949154;51450441;;3000590000000;9;0;
21:56:27;-0.966245;51451806;439.0;3000590000000;4;1;132.0
23:15:17;-0.951415;51451435;;3000590000000;9;0;
13:22:53;-0.976396;51456537;;3000590000000;4;0;87.0
15:57:15;-0.947313;51441908;;3000590000000;4;0;88.0
21:06:23;-0.956500;51442937;;3000590000000;4;0;193.0
00:10:58;-0.953179;51465709;;3000590000000;4;0;39.0
20:49:13;-0.978212;51460683;;3000590000000;9;0;
18:41:41;-0.949864;51432760;;3000590000000;4;0;909.0
17:57:45;-0.969235;51451074;;3000590000000;9;0;
13:25:09;-0.947578;51444288;;3000590000000;4;0;88.0
19:58:53;-0.955909;51453385;60.0;3000580000000;4;1;86.0
16:19:52;-0.966711;51453107;238.0;3000580000000;4;1;548.0
15:13:24;-1022248;51431179;;3000580000000;4;0;70.0
03:22:15;-0.936465;51442735;239.0;3000580000000;4;1;633.0
08:48:42;-0.971092;51449519;419.0;3000580000000;4;1;105.0
09:45:11;-0.996736;51458982;;3000580000000;9;0;
12:13:04;-0.991929;51448948;295.0;3000580000000;4;1;100.0
00:15:39;-0.969372;51454032;60.0;3000580000000;4;1;72.0
22:36:37;-0.978132;51465181;;3000580000000;4;0;161.0
22:03:08;-0.966536;51454712;;3000580000000;4;0;59.0
14:57:30;-0.967901;51468379;60.0;3000580000000;4;1;70.0
00:49:07;-0.958345;51466235;;3000580000000;4;0;228.0
01:22:37;-0.944769;51454228;;3000580000000;4;0;227.0
03:08:25;-0.946989;51444335;;3000580000000;9;0;
07:48:03;-0.931454;51452609;;3000580000000;9;0;
05:08:55;-0.945578;51451245;239.0;3000580000000;4;1;76.0
11:33:57;-0.983577;51456616;;3000580000000;4;0;10.0
01:43:08;-0.934445;51448822;;3000580000000;4;0;36.0
01:42:07;-0.934445;51448822;;3000580000000;4;0;47.0
09:30:03;-0.962519;51441444;718.0;3000580000000;4;1;218.0
00:50:57;-0.979247;51456342;;3000580000000;4;0;222.0
03:24:29;-0.975951;51456170;;3000580000000;9;0;
00:54:57;-0.986644;51456147;;3000580000000;4;0;210.0
01:51:43;-0.990885;51451222;;3000580000000;9;0;
13:54:03;-0.975318;51429617;;3000580000000;9;0;
01:26:35;-0.944769;51454228;;3000580000000;4;0;80.0
16:03:55;-0.971480;51458364;238.0;3000580000000;4;1;150.0
21:42:48;-0.970786;51468982;;3000580000000;4;0;173.0
01:07:37;-0.989582;51455707;;3000580000000;4;0;209.0
11:44:12;-0.965473;51445014;;3000580000000;9;0;
10:09:30;-0.967036;51446996;;3000580000000;4;0;204.0
00:32:15;-0.965118;51443232;;3000580000000;9;0;
12:04:38;-0.957784;51466283;;3000580000000;4;0;37.0
23:29:04;-0.960893;51445690;298.0;3000580000000;4;1;420.0
18:19:23;-0.958610;51452541;177.0;3000580000000;4;1;69.0
03:23:30;-0.971279;51456662;;3000580000000;4;0;135.0
11:42:33;-0.944829;51445111;;3000580000000;4;0;23.0
13:46:27;-1016252;51455466;298.0;3000580000000;4;1;231.0
02:54:58;-0.946989;51444335;;3000580000000;9;0;
00:14:49;-0.951307;51480703;;3000580000000;9;0;
01:20:35;-0.945204;51444799;;3000580000000;4;0;21.0
14:04:57;-0.971305;51458086;897.0;3000580000000;4;1;134.0
13:33:51;-0.956232;51453432;;3000580000000;4;0;158.0
03:02:00;-0.961323;51445710;;3000580000000;9;0;
09:50:35;-0.996736;51458982;;3000580000000;4;0;189.0
12:01:26;-0.953360;51466313;;3000580000000;4;0;35.0
00:36:32;-0.965118;51443232;;3000580000000;4;0;91.0
14:17:45;-0.972893;51456873;60.0;3000580000000;4;1;18.0
13:36:38;-1016252;51455466;599.0;3000580000000;4;1;454.0
01:25:10;-0.966777;51452842;;3000580000000;9;0;
09:28:21;-0.973037;51459636;;3000580000000;9;0;
15:21:58;-0.947964;51440551;;3000580000000;4;0;25.0
09:35:59;-0.944420;51446404;;3000580000000;9;0;
09:23:22;-0.949811;51456160;60.0;3000580000000;4;1;1186.0
12:55:49;-1001195;51456692;;3000580000000;4;0;130.0
00:19:19;-0.966364;51439902;;3000580000000;9;0;
03:22:16;-0.972124;51457137;;3000580000000;4;0;40.0
02:27:14;-0.955915;51453436;178.0;3000580000000;4;1;98.0
00:14:43;-0.951307;51480703;;3000580000000;9;0;
21:56:18;-0.977171;51467298;119.0;3000580000000;4;1;220.0
00:08:02;-0.921034;51428152;;3000580000000;4;0;133.0
00:23:56;-0.965078;51439346;;3000580000000;9;0;
10:11:45;-0.948394;51433281;;3000580000000;4;0;58.0
23:18:13;-0.966364;51439902;119.0;3000580000000;4;1;16.0
03:15:59;-0.979123;51456254;;3000580000000;9;0;
10:18:17;-0.956091;51447639;;3000580000000;4;0;11.0
04:43:21;-0.995077;51458899;239.0;3000580000000;4;1;71.0
00:14:22;-0.951307;51480703;;3000580000000;9;0;
01:18:27;-0.944771;51454271;;3000580000000;4;0;237.0
02:53:16;-0.965102;51443939;298.0;3000580000000;4;1;37.0
18:46:16;-0.975955;51433849;;3000580000000;4;0;210.0
12:16:21;-0.951194;51450875;;3000580000000;4;0;24.0
22:52:52;-0.970633;51457938;177.0;3000580000000;4;1;38.0
01:19:15;-0.969064;51454986;;3000580000000;4;0;29.0
12:00:11;-0.973629;51431981;;3000580000000;9;0;
00:10:55;-0.955580;51453493;;3000580000000;9;0;
16:28:06;-0.968731;51453887;;3000580000000;9;0;
12:30:38;-0.945246;51474896;;3000580000000;9;0;
23:09:03;-0.953817;51471030;638.0;3000580000000;4;1;26.0
00:42:00;-0.974797;51454844;;3000580000000;9;0;
03:00:39;-0.972557;51454284;358.0;3000580000000;4;1;81.0
03:29:05;-0.963063;51449616;;3000580000000;9;0;
00:50:06;-0.950982;51472920;;3000580000000;9;0;
00:45:05;-0.944982;51444900;;3000580000000;4;0;91.0
09:41:36;-0.924479;51448656;;3000580000000;9;0;
00:20:10;-0.944771;51454271;;3000580000000;4;0;179.0
13:58:15;-0.975318;51429617;;3000580000000;4;0;7.0
02:54:08;-0.986374;51445760;;3000580000000;4;0;10.0
01:59:13;-0.997176;51457230;;3000580000000;9;0;
19:05:11;-0.976353;51433186;297.0;3000580000000;4;1;17.0
00:19:36;-0.965078;51439346;;3000580000000;9;0;
18:05:45;-0.942792;51429959;60.0;3000580000000;4;1;487.0
11:57:27;-0.964913;51440690;;3000580000000;4;0;54.0
09:38:39;-0.949547;51447772;;3000580000000;4;0;112.0
22:00:16;-0.977171;51467298;299.0;3000580000000;4;1;182.0
12:05:20;-0.971343;51456792;;3000580000000;4;0;100.0
01:38:02;-0.934445;51448822;;3000580000000;4;0;237.0
09:23:11;-0.996736;51458982;;3000580000000;9;0;
12:55:40;-0.983834;51420651;;3000580000000;4;0;107.0
09:33:20;-0.948394;51433281;;3000580000000;4;0;230.0
09:29:23;-0.973037;51459636;;3000580000000;4;0;104.0
13:52:40;-0.924305;51436378;;3000580000000;9;0;
13:36:41;-0.955672;51453561;;3000580000000;9;0;
09:40:36;-0.949346;51447734;;3000580000000;4;0;247.0
00:35:56;-0.976790;51442128;;3000580000000;4;0;113.0
11:58:55;-0.965473;51445014;;3000580000000;9;0;
03:10:24;-0.971792;51456953;;3000580000000;9;0;
02:37:55;-0.977115;51442454;;3000580000000;4;0;66.0
12:19:15;-0.955457;51442734;;3000580000000;4;0;50.0
01:29:59;-0.966777;51452842;;3000580000000;9;0;
01:25:59;-0.970129;51455130;;3000580000000;4;0;85.0
00:10:54;-0.921034;51428152;;3000580000000;4;0;36.0
09:45:57;-0.948394;51433281;;3000580000000;9;0;
18:53:17;-0.971480;51458364;60.0;3000580000000;4;1;126.0
01:26:31;-0.957109;51449700;;3000580000000;9;0;
10:13:06;-0.967036;51446996;;3000580000000;4;0;57.0
20:11:13;-0.972046;51457949;;3000580000000;4;0;32.0
14:00:13;-0.924305;51436378;;3000580000000;9;0;
11:43:16;-0.944829;51445111;;3000580000000;9;0;
16:38:01;-0.963302;51477148;537.0;3000580000000;4;1;247.0
22:23:24;-0.977571;51467417;60.0;3000580000000;4;1;410.0
14:11:15;-0.935676;51445750;;3000580000000;9;0;
02:09:17;-0.945312;51444811;;3000580000000;4;0;71.0
05:38:43;-1004572;51458851;;3000580000000;4;0;128.0
11:47:23;-0.988553;51448670;;3000580000000;9;0;
02:29:04;-0.956026;51453393;358.0;3000580000000;4;1;264.0
01:06:35;-0.954837;51470257;;3000580000000;4;0;47.0
01:30:46;-0.957109;51449700;;3000580000000;4;0;164.0
14:21:47;-0.983673;51423547;;3000580000000;4;0;65.0
00:50:22;-0.986644;51456147;;3000580000000;9;0;
03:23:56;-0.971792;51456953;;3000580000000;4;0;159.0
12:25:18;-0.956251;51439731;;3000580000000;4;0;22.0
00:54:28;-0.986644;51456147;;3000580000000;4;0;11.0
03:31:54;-0.979874;51455549;;3000580000000;9;0;
01:21:44;-0.945261;51444823;;3000580000000;9;0;
21:19:48;-0.934604;51449456;;3000580000000;4;0;166.0
01:10:24;-0.970493;51456615;;3000580000000;4;0;113.0
05:06:58;-0.945578;51451245;119.0;3000580000000;4;1;11.0
14:46:15;-0.973295;51452204;118.0;3000580000000;4;1;277.0
23:45:23;-0.935500;51450279;451.0;3000580000000;4;1;29.0
01:12:27;-0.970493;51456615;;3000580000000;4;0;200.0
17:40:31;-0.969188;51453408;;3000580000000;4;0;68.0
13:35:00;-0.941663;51455483;;3000580000000;9;0;
12:22:03;-0.956251;51439731;;3000580000000;4;0;151.0
00:12:22;-0.966364;51439902;;3000580000000;9;0;
00:54:20;-0.942944;51440787;;3000580000000;4;0;220.0
09:12:48;-0.910955;51474013;358.0;3000580000000;4;1;33.0
12:55:31;-0.997644;51456308;;3000580000000;9;0;
12:26:20;-0.945246;51474896;;3000580000000;9;0;
01:32:06;-0.996075;51449174;;3000580000000;9;0;
21:45:20;-0.974414;51454243;;3000580000000;4;0;33.0
21:05:08;-0.993901;51449096;;3000580000000;9;0;
12:12:05;-0.951194;51450875;;3000580000000;9;0;
00:10:09;-0.918199;51441674;;3000580000000;9;0;
01:36:30;-0.996075;51449174;;3000580000000;9;0;
09:26:18;-0.962938;51441063;;3000580000000;4;0;208.0
11:51:38;-0.988553;51448670;;3000580000000;9;0;
11:38:02;-0.943846;51451858;;3000580000000;9;0;
11:34:14;-0.983577;51456616;;3000580000000;9;0;
11:32:07;-0.950926;51446243;;3000580000000;4;0;50.0
09:57:15;-0.948394;51433281;;3000580000000;9;0;
12:04:30;-0.973629;51431981;;3000580000000;4;0;5.0
11:32:13;-0.943846;51451858;;3000580000000;4;0;200.0
19:11:41;-1066957;51438108;;3000580000000;9;0;
01:41:54;-0.956039;51456624;;3000580000000;9;0;
02:24:14;-0.955844;51453403;;3000580000000;4;0;153.0
14:49:32;-0.959541;51449133;298.0;3000580000000;4;1;634.0
00:55:39;-0.970573;51457587;;3000580000000;9;0;
10:17:13;-0.956091;51447639;;3000580000000;9;0;
02:44:23;-0.973266;51453668;;3000580000000;4;0;178.0
13:29:31;-0.971580;51447104;;3000580000000;9;0;
15:30:36;-1012820;51461479;;3000580000000;9;0;
23:48:44;-0.949049;51449633;60.0;3000580000000;4;1;192.0
11:53:08;-0.953114;51465713;;3000580000000;9;0;
13:03:06;-0.946836;51446459;178.0;3000580000000;4;1;12.0
14:21:18;-0.983673;51423547;;3000580000000;9;0;
21:46:17;-0.982780;51457304;;3000580000000;9;0;
03:19:38;-0.971792;51456953;;3000580000000;9;0;
00:11:25;-0.951307;51480703;;3000580000000;4;0;370.0
12:39:37;-0.973062;51482260;60.0;3000580000000;4;1;174.0
15:43:13;-0.993837;51425917;228.0;3000580000000;4;1;161.0
10:07:11;-0.948394;51433281;;3000580000000;9;0;
01:03:00;-0.972046;51457948;;3000580000000;9;0;
02:49:51;-0.986374;51445760;;3000580000000;9;0;
11:49:37;-0.965473;51445014;;3000580000000;9;0;
13:33:51;-0.971580;51447104;;3000580000000;4;0;54.0
00:54:18;-0.950982;51472920;;3000580000000;4;0;157.0
14:23:24;-0.984153;51424588;;3000580000000;4;0;156.0
14:23:08;-0.956998;51449458;;3000580000000;4;0;123.0
03:15:25;-0.971792;51456953;;3000580000000;9;0;
01:07:17;-0.972046;51457948;;3000580000000;4;0;128.0
10:50:59;-0.967009;51466583;;3000580000000;9;0;
00:09:20;-0.955918;51453367;;3000580000000;9;0;
14:25:47;-0.954889;51453284;;3000580000000;4;0;167.0
00:52:03;-0.958461;51466256;;3000580000000;9;0;
03:25:56;-0.972985;51456707;;3000580000000;4;0;26.0
00:03:39;-0.972446;51452538;359.0;3000580000000;4;1;547.0
09:30:13;-0.947540;51444187;;3000580000000;4;0;57.0
01:17:22;-0.945198;51437343;;3000580000000;4;0;227.0
03:36:18;-0.979874;51455549;;3000580000000;9;0;
03:11:42;-0.979351;51456234;;3000580000000;4;0;223.0
03:39:26;-0.970472;51456725;;3000580000000;9;0;
09:10:32;-0.949811;51456160;238.0;3000580000000;4;1;145.0
09:37:03;-0.954518;51457738;;3000580000000;9;0;
17:39:28;-0.970867;51426192;359.0;3000580000000;4;1;501.0
02:58:30;-0.977283;51452552;178.0;3000580000000;4;1;111.0
22:18:01;-0.921040;51436126;540.0;3000580000000;4;1;11.0
01:34:14;-0.966777;51452842;;3000580000000;9;0;
01:08:30;-0.974735;51454823;;3000580000000;4;0;77.0
03:27:12;-0.973741;51456816;;3000580000000;4;0;182.0
09:07:58;-0.947750;51454141;60.0;3000580000000;4;1;528.0
12:12:48;-0.966296;51439652;;3000580000000;9;0;
00:17:11;-0.966364;51439902;;3000580000000;4;0;66.0
00:19:37;-0.945261;51444823;;3000580000000;9;0;
09:39:14;-0.945998;51446069;;3000580000000;4;0;180.0
11:38:20;-0.983577;51456616;;3000580000000;4;0;6.0
02:54:10;-0.977283;51452552;;3000580000000;9;0;
22:14:54;-0.978132;51465181;;3000580000000;4;0;140.0
23:11:36;-0.966364;51439902;418.0;3000580000000;4;1;33.0
11:58:03;-0.973629;51431981;;3000580000000;4;0;118.0
06:13:17;-0.958256;51430795;;3000580000000;9;0;
17:44:24;-0.968687;51466394;;3000580000000;4;0;205.0
11:55:38;-0.964913;51440690;;3000580000000;4;0;96.0
09:33:41;-0.949547;51447772;;3000580000000;9;0;
01:44:48;-0.966777;51452842;;3000580000000;9;0;
01:34:22;-0.952930;51442118;;3000580000000;4;0;222.0
02:07:00;-0.946970;51442806;60.0;3000580000000;4;1;33.0
12:10:30;-0.949088;51447418;;3000580000000;4;0;349.0
22:07:26;-0.934079;51440457;;3000580000000;9;0;
22:08:17;-0.977171;51467298;;3000580000000;4;0;25.0
22:11:50;-0.934079;51440457;118.0;3000580000000;4;1;541.0
09:30:32;-0.924444;51448859;;3000580000000;4;0;618.0
03:33:24;-0.963063;51449616;;3000580000000;9;0;
13:07:44;-0.889486;51454341;;3000580000000;9;0;
18:21:19;-0.958593;51452656;417.0;3000580000000;4;1;14.0
01:37:41;-0.956039;51456624;;3000580000000;9;0;
19:18:46;-0.890823;51445821;;3000580000000;4;0;8.0
00:58:39;-0.986644;51456147;;3000580000000;4;0;140.0
09:48:27;-0.924444;51448859;;3000580000000;4;0;22.0
00:15:20;-0.945261;51444823;;3000580000000;9;0;
01:16:28;-0.945204;51444799;;3000580000000;9;0;
14:59:55;-0.967901;51468379;;3000580000000;4;0;107.0
04:39:00;-0.995077;51458899;;3000580000000;9;0;
12:57:00;-0.983834;51420651;;3000580000000;4;0;151.0
00:46:37;-0.979247;51456342;;3000580000000;9;0;
03:20:10;-0.979123;51456254;;3000580000000;4;0;245.0
18:45:22;-1009548;51457706;;3000580000000;9;0;
03:24:24;-0.979123;51456254;;3000580000000;4;0;16.0
18:54:00;-0.976636;51433183;297.0;3000580000000;4;1;495.0
12:59:29;-1001195;51456692;;3000580000000;4;0;159.0
01:26:31;-0.973780;51456696;;3000580000000;4;0;115.0
09:47:01;-0.956305;51443311;477.0;3000580000000;4;1;735.0
13:48:25;-0.924305;51436378;;3000580000000;9;0;
01:16:24;-0.970493;51456615;;3000580000000;4;0;29.0
15:41:04;-0.944771;51454271;;3000580000000;9;0;
13:06:41;-0.889486;51454341;;3000580000000;9;0;
09:34:58;-0.924444;51448859;;3000580000000;4;0;26.0
00:54:26;-0.958200;51466242;;3000580000000;9;0;
09:50:21;-0.996736;51458982;;3000580000000;9;0;
18:03:22;-0.942792;51429959;419.0;3000580000000;4;1;114.0
00:15:12;-0.967918;51455156;;3000580000000;9;0;
00:50:06;-0.942703;51440900;;3000580000000;9;0;
03:06:15;-0.961323;51445710;;3000580000000;4;0;33.0
01:03:06;-0.986591;51455434;;3000580000000;4;0;88.0
00:57:49;-0.969752;51445160;;3000580000000;9;0;
09:31:23;-0.944420;51446404;;3000580000000;9;0;
01:35:33;-0.972046;51457948;;3000580000000;4;0;33.0
23:50:28;-0.935441;51450253;60.0;3000580000000;4;1;23.0
19:15:59;-1066957;51438108;;3000580000000;9;0;
10:04:26;-0.948394;51433281;116.0;3000580000000;4;1;157.0
03:25:28;-0.973741;51456816;;3000580000000;4;0;85.0
09:27:15;-0.924293;51448637;;3000580000000;4;0;735.0
00:40:48;-0.944982;51444900;;3000580000000;9;0;
20:01:08;-0.950831;51452941;;3000580000000;4;0;9.0
11:37:48;-0.944829;51445111;;3000580000000;9;0;
09:20:39;-0.949811;51456160;;3000580000000;4;0;192.0
05:10:27;-0.976266;51459108;119.0;3000580000000;4;1;476.0
12:59:38;-0.997644;51456308;;3000580000000;4;0;49.0
12:28:59;-0.974722;51481711;;3000580000000;9;0;
15:45:32;-0.944771;51454271;;3000580000000;4;0;166.0
06:20:24;-0.973348;51453919;297.0;3000580000000;4;1;693.0
14:24:06;-0.954889;51453284;957.0;3000580000000;4;1;65.0
03:14:43;-0.971792;51456953;;3000580000000;4;0;25.0
11:53:54;-0.964913;51440690;;3000580000000;4;0;86.0
21:46:58;-0.971275;51468651;117.0;3000590000000;4;1;133.0
08:14:45;-0.971886;51456841;599.0;3000590000000;4;1;121.0
07:45:14;-0.970879;51420201;776.0;3000590000000;4;1;22.0
08:15:46;-0.957103;51452330;;3000590000000;4;0;88.0
08:43:56;-0.974199;51475280;;3000590000000;9;0;
17:27:30;-0.894507;51444147;243.0;3000590000000;4;1;19.0
08:26:25;-0.966745;51453236;;3000590000000;4;0;39.0
08:10:38;-0.995260;51441788;;3000590000000;4;0;118.0
21:12:00;-0.964446;51453738;;3000590000000;4;0;80.0
08:25:23;-0.972241;51459087;;3000590000000;4;0;217.0
08:56:29;-0.928927;51457048;839.0;3000590000000;4;1;182.0
02:54:49;-0.979236;51456166;;3000590000000;4;0;35.0
07:28:42;-0.960949;51453896;658.0;3000590000000;4;1;141.0
18:03:02;-0.970328;51456716;;3000590000000;4;0;109.0
07:45:50;-0.962944;51452678;358.0;3000590000000;4;1;640.0
00:23:38;-0.942939;51440820;;3000590000000;4;0;36.0
08:21:37;-0.968743;51452031;;3000590000000;4;0;155.0
17:39:12;-0.973629;51467178;;3000590000000;9;0;
06:14:40;-0.889330;51437532;778.0;3000590000000;4;1;443.0
17:39:25;-0.973629;51467178;;3000590000000;9;0;
00:18:12;-0.962832;51449652;;3000590000000;9;0;
08:41:05;-0.949035;51447360;;3000590000000;9;0;
03:22:56;-0.987683;51450736;;3000590000000;4;0;19.0
15:53:56;-0.934886;51439452;;3000590000000;4;0;734.0
02:48:29;-0.979236;51456166;;3000590000000;4;0;196.0
07:49:35;-0.947598;51450293;;3000590000000;9;0;
23:46:26;-0.942874;51455390;;3000590000000;4;0;71.0
09:31:56;-0.976229;51418598;;3000590000000;9;0;
02:50:53;-0.946358;51439779;;3000590000000;4;0;232.0
09:42:29;-0.983761;51455291;;3000590000000;9;0;
08:00:05;-0.984550;51422450;;3000590000000;4;0;63.0
18:23:18;-0.959332;51454112;418.0;3000590000000;4;1;187.0
21:14:33;-0.975047;51455116;;3000590000000;4;0;84.0
21:04:54;-0.968921;51453876;;3000590000000;4;0;15.0
08:08:17;-0.972710;51448357;;3000590000000;4;0;121.0
08:50:58;-0.958621;51459510;703.0;3000590000000;4;1;187.0
08:11:01;-0.967002;51453412;;3000590000000;4;0;163.0
05:17:14;-0.934934;51449800;239.0;3000590000000;4;1;230.0
23:25:59;-0.968865;51453820;;3000590000000;4;0;208.0
01:15:21;-0.944135;51440876;;3000590000000;4;0;23.0
23:26:13;-0.976695;51466603;;3000590000000;4;0;297.0
08:38:16;-0.947803;51479897;;3000590000000;4;0;191.0
17:51:37;-0.963420;51452606;418.0;3000590000000;4;1;79.0
17:39:30;-0.961612;51451960;;3000590000000;4;0;179.0
19:14:18;-0.935622;51443166;542.0;3000590000000;4;1;64.0
02:38:39;-0.971343;51456792;;3000590000000;4;0;114.0
07:55:56;-0.952385;51440470;597.0;3000590000000;4;1;21.0
08:50:14;-0.947803;51479897;;3000590000000;4;0;54.0
08:21:58;-0.967434;51453485;;3000590000000;9;0;
00:25:23;-0.960425;51444078;358.0;3000590000000;4;1;46.0
08:20:02;-0.966722;51439775;;3000590000000;4;0;206.0
08:13:11;-0.956874;51452409;;3000590000000;4;0;64.0
12:54:48;-0.914695;51432781;60.0;3000590000000;4;1;75.0
09:18:57;-1022974;51444719;;3000590000000;4;0;215.0
22:54:00;-0.912884;51475161;;3000590000000;4;0;220.0
10:38:43;-0.977044;51463987;119.0;3000590000000;4;1;141.0
06:45:50;-0.958256;51430795;897.0;3000590000000;4;1;76.0
08:10:41;-0.966722;51439775;;3000590000000;9;0;
07:41:25;-0.971389;51449270;898.0;3000590000000;4;1;76.0
08:08:04;-0.963403;51445669;;3000590000000;4;0;130.0
18:32:05;-0.966745;51453236;298.0;3000590000000;4;1;179.0
17:03:47;-0.881277;51437170;;3000590000000;4;0;143.0
17:06:58;-0.957156;51449697;297.0;3000590000000;4;1;42.0
02:50:33;-0.966062;51454821;;3000590000000;9;0;
03:08:27;-0.956653;51445221;;3000590000000;9;0;
21:16:10;-0.974736;51454823;;3000590000000;4;0;202.0
21:05:43;-0.978916;51456173;;3000590000000;4;0;115.0
02:40:42;-0.946358;51439779;;3000590000000;9;0;
21:51:41;-0.965027;51446547;;3000590000000;9;0;
08:13:50;-0.967002;51453412;;3000590000000;4;0;184.0
08:13:07;-0.997398;51447114;;3000590000000;4;0;155.0
04:08:03;-0.951833;51467209;;3000590000000;9;0;
08:19:01;-0.966745;51453236;;3000590000000;4;0;169.0
21:33:09;-0.972284;51457976;;3000590000000;4;0;38.0
18:26:31;-0.966062;51454821;478.0;3000590000000;4;1;33.0
08:56:29;-0.958621;51459510;536.0;3000590000000;4;1;308.0
09:05:20;-0.949824;51445583;419.0;3000590000000;4;1;456.0
17:51:41;-0.974647;51414844;;3000590000000;4;0;213.0
07:36:11;-0.975647;51433434;;3000590000000;4;0;36.0
07:40:05;-0.972040;51419560;835.0;3000590000000;4;1;279.0
23:15:57;-0.932685;51424860;;3000590000000;4;0;73.0
22:18:29;-0.984271;51478709;;3000590000000;4;0;91.0
23:13:45;-0.947733;51444017;;3000590000000;9;0;
22:56:26;-0.949570;51449670;;3000590000000;4;0;142.0
12:58:14;-0.947762;51426706;;3000590000000;4;0;19.0
18:19:20;-0.972920;51460626;834.0;3000590000000;4;1;347.0
03:18:54;-0.973939;51456585;;3000590000000;4;0;242.0
08:44:46;-0.949811;51456160;358.0;3000590000000;4;1;13.0
08:56:03;-0.951204;51453064;60.0;3000590000000;4;1;20.0
20:29:19;-1027313;51469394;;3000590000000;4;0;124.0
18:47:05;-0.984754;51455105;899.0;3000590000000;4;1;205.0
18:45:30;-0.992689;51454517;;3000590000000;4;0;8.0
14:22:41;-0.934088;51448969;;3000590000000;4;0;10.0
07:31:13;-0.971389;51449270;178.0;3000590000000;4;1;347.0
13:24:39;-0.976380;51456488;;3000590000000;4;0;31.0
21:42:29;-0.956437;51451732;117.0;3000590000000;4;1;32.0
23:05:16;-0.946851;51444144;;3000590000000;9;0;
23:20:12;-0.966745;51453236;;3000590000000;4;0;155.0
22:10:03;-0.986542;51420305;;3000590000000;9;0;
23:41:57;-0.955630;51439082;;3000590000000;9;0;
23:03:22;-0.947441;51444553;;3000590000000;9;0;
22:21:56;-0.959689;51474744;;3000590000000;4;0;236.0
23:28:36;-0.967920;51449145;;3000590000000;9;0;
13:01:03;-0.992317;51441893;;3000590000000;4;0;79.0
18:22:48;-0.979261;51456378;60.0;3000590000000;4;1;290.0
18:53:02;-1042650;51471868;;3000590000000;4;0;16.0
08:21:14;-0.962875;51449780;60.0;3000590000000;4;1;88.0
08:51:56;-0.944189;51456385;418.0;3000590000000;4;1;71.0
18:52:08;-0.967442;51450384;;3000590000000;4;0;240.0
13:28:40;-0.944809;51454744;;3000590000000;4;0;10.0
13:17:04;-0.995130;51450370;;3000590000000;4;0;119.0
19:27:21;-0.954036;51422667;656.0;3000590000000;4;1;29.0
14:03:15;-0.970328;51456716;;3000590000000;4;0;88.0
03:20:57;-0.973939;51456585;;3000590000000;4;0;16.0
03:02:52;-0.966745;51453236;;3000590000000;4;0;30.0
15:32:31;-0.955637;51470372;419.0;3000590000000;4;1;595.0
07:38:05;-0.971389;51449270;599.0;3000590000000;4;1;80.0
16:18:30;-0.979022;51433907;;3000590000000;9;0;
23:34:08;-0.955630;51439082;;3000590000000;9;0;
23:02:09;-0.947689;51443947;;3000590000000;4;0;179.0
23:24:36;-0.945065;51444817;;3000590000000;4;0;5.0
14:56:55;-0.974918;51461100;239.0;3000590000000;4;1;411.0
02:14:45;-0.946358;51439779;;3000590000000;4;0;87.0
21:31:39;-0.973369;51453935;;3000590000000;4;0;68.0
20:48:01;-0.975724;51456744;;3000590000000;9;0;
20:51:07;-0.949843;51445623;;3000590000000;4;0;46.0
12:33:02;-0.974867;51461439;;3000590000000;4;0;10.0
13:23:51;-0.974714;51418169;;3000590000000;9;0;
21:17:51;-0.944199;51445296;;3000590000000;9;0;
17:50:19;-1002255;51443893;;3000590000000;4;0;149.0
21:33:34;-1020295;51444337;;3000590000000;4;0;173.0
12:58:42;-0.992317;51441893;;3000590000000;4;0;61.0
10:20:55;-1050806;51443558;239.0;3000590000000;4;1;31.0
23:44:41;-0.947678;51444116;;3000590000000;4;0;233.0
21:56:12;-0.966245;51451806;;3000590000000;9;0;
23:57:39;-0.947575;51444256;898.0;3000590000000;4;1;233.0
13:33:07;-0.964719;51438032;;3000590000000;9;0;
